GeneSymbol	T15	T17	T18	T20	T3	T34	T39	T4	T40	T10	T11	T12	T27	T28	T30	T35	T36	T37	T38	T5	T6	T7	T8	T9
A1BG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NQO1	88.3127090488562	61.8911022401644	182.76530136991	176.102334092505	166.25510616466	79.8448415769326	70.5129172777465	173.897098052071	82.7916813952917	152.71670826457	159.195240345121	110.505936593167	154.591478610875	68.7330681239818	213.76809152162	64.9577301932541	74.8298215464619	66.9470655846268	62.5871816603097	119.069446615334	106.580418448925	72.2331993815537	97.1585774077496	66.0297996653088
NQO2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NR0B1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR0B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NR1D1	28.8555504833633	7.02117519966857	23.2184668027959	103.72063004446	104.208311371608	14.8053571727967	74.7203474850213	125.705056359981	79.4258051874662	16.3332924340219	76.7293347192635	53.8250063595939	54.62026944312	10.5142430712951	78.7122148201432	4.67226800964078	11.6777942683431	83.5299695968788	7.9284524800987	22.1655954827542	25.7996112694022	16.5528604998792	12.2760586340696	4.9172588601918
NR1D2	30.173755484232	5.53691654374187	11.5558243885655	75.5652424430466	16.6433062294367	36.8927893893946	14.3987985090633	66.8051953150275	19.0634018945893	52.6976267810569	59.4856345588139	50.9341102725435	7.06766222967156	24.1637772106628	60.9038611160626	12.0172299230002	12.9838259723249	75.7385171727276	11.2392004188124	31.9086060112339	50.2999982228404	64.460042910464	40.6529143306965	8.68037111544006
NR1H2	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428	10.2368938062428
NR1H3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR1I2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR1I3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR2C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NR2C2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR2C2AP	31.0264168436857	6.76122446835355	20.5131770555254	39.2323620940767	32.9863680974996	15.0864640642597	10.3085580903745	39.0799577314408	7.66192548622593	27.6479804535021	29.4828502668682	19.4230927615229	8.67903803363801	15.7200980617508	32.4469323347657	7.84592716700625	7.11830751011744	16.4460289602968	7.37202597379017	27.7123442850719	30.8441039212482	12.014487189605	12.8420568892473	5.40466900778873
NR2E1	1	1	2.12195739889531	1	1	3.13126034034977	2.05622510345039	2.21568371250491	1	1	1	1	1	2.6445961486525	1.15564362927314	1	1	3.98852356259256	2.37056350402354	1	1	1	2.28222993646776	1
NR2F1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR2F2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR2F6	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301	12.8627987260301
NR3C1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR3C2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NR4A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NR4A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NR4A3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR5A2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR6A1	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965	3.7027025189965
NRARP	8.3658495313566	1	9.74601487271752	10.5939577583263	11.0085975831395	2.68878284271128	7.98549158183999	12.9029835294109	1.60442427483448	5.10808208583845	1	1.53440961878135	7.59179330084802	1	7.82586937030817	1	1.27832234494543	2.02581217638002	1.61568635345025	5.71245148909569	4.59750320873444	2.18022687096391	1	1.08713132878801
NRAS	34.3468735902933	6.70441239353099	40.2241712185409	57.187082166473	49.7455409615245	30.5419930990055	53.4597686201754	52.7585316395988	32.0326922177419	49.3910143853314	48.569060274751	29.8494400938708	9.77654502103663	16.532622686091	50.1231625961426	16.8538103569958	18.6577686910608	63.184149077262	15.7407328728775	32.2825482304153	36.0795991044619	21.05350241497	17.564111219683	15.4027064439359
NRBF2	8.75106777795434	5.58039874837284	14.6982474729697	20.6648765339797	16.4474380641899	13.571149320382	21.8715036960987	28.6713613299664	7.60657002628062	16.6355931278261	10.9759739025494	15.7783648791783	6.62193804222852	4.9134830621785	22.4546363911951	9.42950975293402	10.0321528255719	25.3244853816769	9.95262381604067	7.57975953667099	23.1883708795405	11.086210844883	6.79899378671326	8.09685693762416
NRBP1	127.952630424451	23.9484115120429	69.1122152560469	242.565119021572	218.133253927133	43.3070483908491	50.3471644258047	243.026932275019	42.6904791314832	171.224236807288	162.810242894361	157.803614188649	24.7024295432488	54.0250005440794	179.65943952798	25.5694088772391	31.3756503422901	189.41356849909	37.2665051730965	98.6163757370426	205.133285875938	108.912119155504	80.1351941653641	33.9634265309145
NRBP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRCAM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRDE2	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077	2.90693934733077
NREP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRF1	4.12793034584595	1	2.54214868976281	11.5991517330469	2.10149821742105	3.57954694582467	2.88844011587496	18.1938587055174	1	13.9568028804001	11.0473892685275	9.81253935872068	2.18021480035812	7.35107729179784	12.2782760445947	1.67084761953696	3.79217780967197	18.4600270677418	4.72085837026412	11.9261681975283	10.887547353032	9.26653851398138	4.95779275664224	6.07028888413931
NRG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NRG3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NRG4	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019	3.47396215887019
NRGN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NRIP1	56.8132926530092	6.40357728881768	4.74055181247442	7.22629454203933	32.5909819107279	9.62988275526901	45.0751304519627	20.6076733722112	8.71278569423839	30.7687947064782	33.7454377156811	33.0666087639966	7.54695066725492	8.37750892948545	56.9839259547638	8.15755215555842	8.2570256130632	59.0753013362538	6.66109960034806	9.05478244449556	17.1949633001236	35.7590586439485	44.14816310944	6.79262705369694
NRIP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NRIP3	5.66094103235616	2.65098388047731	3.40330884333089	5.21291515085398	4.22984943760158	3.48681369040909	3.06913096443002	5.08564329786575	2.89108749900069	5.1215712726823	3.89035781549542	4.67282044379843	2.68094715902417	5.98042560211745	4.45338471245151	2.72670857106855	2.99314740593882	3.83906952099839	3.93939946382577	3.33319763469749	3.26277268341637	5.36401670612246	5.21235654420148	5.50631677033253
NRK	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651	1.14717759048651
NRL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NRM	32.4963798795051	8.52700316376726	25.9526780012116	35.453738272677	35.307001436518	16.8860211983741	17.1409261060975	43.8442048336003	11.5240120019703	17.9693108359125	31.1354688923931	21.2173440069518	12.2070452605244	20.7921462759635	41.7338091293189	9.82576060038329	10.8301502252762	39.931236739371	10.6364347892648	33.5184800453315	34.0168889296722	17.7695792551963	12.0959465691176	9.93829432420791
NRN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRN1L	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886	1.21595776070886
NRP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NRP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NRROS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NRSN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NRSN2	51.8886288633133	4.02524239593964	9.09128810081599	21.2555840069421	41.6239142027113	4.41340898900847	9.45844680274963	73.4411693932871	10.2882601755589	43.8301778775127	47.4264355304676	32.4261522327892	4.36147481985033	17.787407601582	62.4562366196554	4.92431911412917	7.39755186746096	51.2057502109126	8.10016103824218	46.6412688176855	16.4505196697836	13.6175487499834	9.87934467850991	3.97797535348437
NRTN	1.07261662147017	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NRXN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRXN2	1	1	4.05682776171513	4.96422307630718	1	1	1	7.74741820207736	1	4.32742574921367	1	1	4.13362274123867	4.59045332836521	2.38244917220586	1	1	6.01701275398797	1.34474841613408	4.54411148785382	1	1	1	1
NRXN3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSA2	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846	16.6292609345846
NSD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSDHL	31.5587254173429	9.16224620206991	31.9706151126234	36.9976505710491	31.1760641608001	31.1584535431179	13.3170725758759	39.6034816426245	13.9511121384419	17.5590173721762	27.1876194227603	17.9370557137403	10.1705379856622	14.7854506655767	33.8400525448123	8.73701041903328	11.1080153935678	23.6209186524253	10.9312375837691	32.3914441437403	19.3292135064793	17.0357002201831	20.305280088165	9.23533113838853
NSF	20.1216743235739	8.15179294810292	18.6708327015971	25.465702185743	24.6924479005686	15.7725397535982	9.3220689186591	25.8785572190822	11.1243331315504	24.3395329503268	17.1264225918516	23.4232743893129	10.6714237278646	11.3151297731459	27.6866122832896	10.2998547327832	14.8101385085691	23.2307384307011	9.20989757072578	15.9831428555981	24.3696734506354	17.0917540624951	15.7183175907897	10.2142458171731
NSFL1C	48.8345452768433	9.83846520992515	15.1591412118187	66.0223943139742	46.4152263834935	10.8383558814595	43.0483184364855	67.6166010023275	13.2548064979388	40.6958259341947	23.3618186686558	40.7221501661054	6.33809394869746	15.8338272954597	4.45807067297989	8.76726698026044	21.4908052494324	23.5215205728269	8.4295873732182	49.856864686945	36.8475098304087	10.3978802012866	9.90062600552238	7.90600894554326
NSL1	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673	4.8153954430673
NSMAF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSMCE1	9.46112805460258	10.9387077805699	12.1700621857111	20.5848328842484	7.06514132436918	16.2429135762657	11.8188497867567	27.7840478733539	14.5580616015295	22.4907088408101	26.2600413794224	17.0498533461617	16.5801696148106	21.0035230801144	24.7919940296225	14.5947113105584	13.6830348380072	28.5507410238264	16.0102830639495	21.1592533182546	16.9700733802536	13.2577607739955	18.4493958623435	7.83182685486
NSMCE2	23.9407309050291	10.4243670086704	15.5790144786682	34.5562168520945	19.1864594472307	30.9795057187564	14.443109291224	37.0783490772935	28.2924410498429	26.7272970171473	26.4146071230051	28.6208437751057	12.7820755450214	16.0379780209622	17.2368781655006	13.3107851710483	19.0712451729054	34.7306756334097	14.2609391913352	17.3131234594152	22.3688715806998	27.0072605189227	26.0195873506019	13.3034635283072
NSMCE4A	26.7400300338425	18.7543662597503	30.6324107634585	68.9696437368435	28.5904692539078	43.8296195715925	25.0987853507013	96.1826974367508	26.1707383714644	73.874373484649	76.2498738390883	60.6295421163162	35.421498769789	33.347029996449	18.4423060588082	30.1860197283833	59.2554924996317	31.3926966717057	24.9530693824613	34.8481476952066	59.5104733578013	56.9674901504981	25.669696673712	23.920386881196
NSMF	18.9566402909349	17.4220392192275	21.3515160553642	21.1377581392311	22.1407932377822	17.6178473834074	18.0416246090769	22.8163513361075	18.3129769354188	19.8765781794767	19.6900005378833	19.2705912203449	20.3580044198321	21.1975017169675	21.6827965217254	18.0382704426483	17.8988414394452	17.8783338516349	18.9174043010088	21.4678801570329	21.4117079880019	19.3903094884423	18.3974878275489	18.5322146238972
NSRP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSUN2	97.4977258898355	70.5812776579215	104.821530259361	107.821795279998	82.8590969883552	89.7501529180067	80.1770665114825	114.225480205827	94.7575994924434	110.710836872628	106.070469374047	111.170217244214	72.4359776433843	76.687376804413	102.826498276845	75.2553389468315	76.7076778511714	86.12570316289	72.0274565919086	89.1258291786578	79.3391831443194	94.994834745167	103.273743147933	76.083062475834
NSUN3	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583	1.90875361663583
NSUN4	14.0718730856456	1.98999365401492	3.95423103283173	18.9928383866048	13.2302685108497	2.89701867248652	3.92953819794155	17.8853334675448	4.01082017290966	14.8479649161369	15.7661281927892	19.3808869924871	3.91795942644284	15.5458565628856	12.68557906944	5.20618484081927	6.60042819116949	14.158829682804	3.41934671171438	8.01782252833154	9.62512103831673	16.5126601648969	8.52912682747336	2.95360781256444
NSUN5	24.5420448249505	11.4875712765712	27.2273452722741	26.60472796539	18.8332441182681	21.8239847483557	13.654774543991	28.9120078160693	12.8932749860437	24.8499410074188	25.9564279615335	20.2430436800718	16.9311983345116	18.2418174730804	28.5453463820472	12.9399096189519	13.1912520234755	14.3335524061463	12.4643775904241	25.0670242789141	27.5068911715185	20.4267216040384	17.4654956145932	13.2158351610735
NSUN6	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652	15.9970907269652
NSUN7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NT5C	42.3552529107211	19.0689009568059	40.3916530561925	57.2854140525155	27.197486108299	30.9642279624755	22.5592895720656	73.2545355775436	22.2704799446095	41.4561614697919	52.3669238995689	58.4455144192812	59.5535469648412	57.8891501781874	69.8381456209078	21.8283442472739	26.9998243585261	34.843085724172	21.3426323734456	60.846824069373	61.319485069597	33.5557761582865	33.3941757299502	26.7710556675937
NT5C1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NT5C2	2.30852111931143	1	7.59124812482339	29.7627617740207	11.6667938006009	23.3622402163035	3.25081743758922	31.5337909188658	6.26080083370731	24.1260216087651	29.6271202714944	19.1515815410176	2.52912662904121	14.6788694393199	23.4828066650381	4.3546191670388	10.2663093339931	24.1636925656988	3.85994036973068	11.631215086268	19.476931715179	16.3256589332459	7.76057674797011	2.14350689701223
NT5C3A	8.07353981863308	3.88393909762115	9.06263460095141	9.99163525507703	5.72067418373055	8.21449562152588	9.11213699993996	11.3936001427279	5.41905535265268	8.75847594470886	10.0658544921141	9.52876467416445	4.13086390989419	3.32276360279062	5.60423128965965	4.0210297901867	5.74984847473021	11.5102728379689	4.52528118763199	10.4342098890477	6.29860354638086	4.67825560244724	5.14073611472106	3.25439062167034
NT5C3B	35.7129554553121	11.5423234977087	30.2409446428208	43.7443987030123	44.5594492086784	24.0717962257156	15.9417596132321	48.4925721428924	14.6445206689039	29.066989101441	44.352198729849	40.036934104065	43.0282417458044	18.1978658462988	47.8486221089326	14.5249877130631	16.513993760109	45.4895031692114	13.4083599079913	31.2086597718027	45.9523188867285	28.9792715784524	31.87663067966	20.2409001064013
NT5DC1	9.50048160038612	6.60162406546882	6.08199416646489	32.0530031469645	20.8478471256909	21.2548199154304	7.67508889620956	9.43298850309181	9.82620221293008	20.7981024978179	21.5998280089605	8.52358414278381	7.60422262877989	8.28174872695432	21.7689035825356	7.90992741570439	8.30566869345585	20.5951936364386	7.1919779975163	9.94760329895335	20.658288372719	7.96219961149056	9.24090218220674	7.57297529117239
NT5DC2	13.7708984583057	4.31948200155378	2.94803741187622	6.81673544196248	7.25990702260866	4.58092247367704	9.9603957513021	16.1472248287774	10.0678860801301	8.29125411625124	13.0723461216949	5.72711830486699	4.05339533184474	13.6422054715724	12.8516784661694	5.11576887990794	4.85714575547421	13.3180805146133	5.13697153781324	10.4460621490994	10.2764809825701	7.31349939069746	3.05993452708605	3.22700981452285
NT5DC3	4.65660706555045	1.25686256371317	1.45758722158927	5.35940246691677	3.33694219968515	4.29685055910871	4.45538975572065	5.46224829928026	2.44613574030309	4.60949231863673	4.46833641334847	4.17905571172205	1.13392953871693	2.6957821151822	5.45606558054851	1.55880621368507	1.50884061269109	4.59775032508964	2.45554272030059	2.95840823547431	2.43098117277066	2.37182626429667	2.44085160522089	2.08700531254514
NT5DC4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NT5E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NT5M	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045	1.90454901042045
NTAN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NTF3	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343	3.40568135451343
NTF4	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986	1.78252336971986
NTHL1	27.5983202072834	26.5743062754077	31.9055407469921	32.0182842374635	27.9705926458738	29.1220068407369	27.033981225414	37.3046009042434	26.793010867191	36.1012654459741	37.1667482369152	30.801901173021	28.858297682031	38.5433451727302	41.9795917033065	27.1763868562511	27.7742492581348	35.6972666945704	27.1839142312263	38.5841695290658	36.2225689738429	30.2018430600305	28.6042319364396	27.3120438124724
NTM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NTMT1	25.6026887675042	6.71075219835643	13.1367802871206	27.5373104484115	16.812857500231	10.165201980436	9.16967583356316	33.4388606582116	9.51417678360116	25.433406873584	29.6283076967214	19.7187032488734	11.753387633309	16.6321798536906	32.864450457724	7.08298310052949	6.93665378509824	12.6108654397496	8.57052937005167	24.3171300760072	27.3734871449138	15.5134058122256	27.017682870458	7.77817984182065
NTN1	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771	2.3555370761771
NTN4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NTN5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NTNG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NTNG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NTPCR	11.1050134264817	5.96698484436622	14.4460999616425	43.6445521252931	44.289137913501	8.18975562401516	11.7331831564693	49.3788144414236	9.48625242721963	30.4305456566689	29.8269576056763	27.3301092063707	8.95095546370029	9.88581533382263	18.2153780327843	10.2286057703469	12.8073773334695	29.1057353195681	10.3003474797962	25.4579049096178	29.3116222710679	22.2404326784481	15.4577320190103	8.53254606053939
NTRK1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NTRK2	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627	172.071593572627
NTRK3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NTS	1445.48052328042	1610.18145589691	987.75897682519	1591.7107135005	803.432000973383	1484.09400471389	790.699391522755	2037.44503030208	790.656092520425	968.753538243609	793.908220170734	1417.20206531362	790.640896767551	791.635680215969	790.749118391926	790.843433724077	822.280993469681	861.011764738347	791.085788277926	1426.6990996586	1416.3883932413	790.96072355927	790.775864849593	793.044821229244
NTSR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUAK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUAK2	3.05517224586819	1	3.57502983354627	4.65778132312202	3.13090117886629	3.87255834914803	1	2.71324541792758	1.60031820352665	3.20229779993814	2.45438559016657	3.20987674961319	1	3.64983501846306	4.02146539329731	1	1.74899834337095	4.19403243002022	1	2.91505457769982	3.74591939425011	3.37841293798651	2.1270616683876	1.23903179044766
NUB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUBP1	7.16456399627245	5.9223577631034	8.61090878623238	15.7321428546359	26.5058776721331	4.28114171180667	17.2582963969228	26.1652071125639	5.35003458584768	17.6299919186395	34.4851384854425	17.2072014372881	8.60898869016879	25.6354222319051	29.9939030990231	6.41432610587881	8.16093265790053	28.2133289839799	8.04684014507097	25.2885256661167	20.3287175739263	15.8523604044702	9.35314308460071	7.4042702934883
NUBP2	20.801479470129	6.59528444850032	37.7416111476471	37.8590049835815	38.3108868047518	10.981508589684	9.73297328586288	54.5514811754174	6.16757001159438	18.3957178185545	37.5563962268476	16.1241892690006	22.1212470397339	41.4992640435558	55.8632867266172	8.03786385055648	8.01135648476772	15.537343240632	10.4012617021451	41.428031777772	38.3539817099153	15.393442038909	13.2348401085465	8.92731863565889
